,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,labels
12,0.6544342507645258,0.8794466403162058,0.40522875816993453,0.5255474452554745,0.1785714285714285,0.2644628099173554,0.034707158351409986,0.9056603773584904,0.359621451104101,0.6322827125119388,0.09756097560975613,0.08677685950413216,0.40747493163172294,0
13,0.39755351681957185,0.07114624505928857,0.3790849673202612,0.0875912408759123,0.27380952380952384,0.3925619834710743,0.13449023861171366,0.9433962264150944,0.0,0.19006685768863418,0.6260162601626016,0.1652892561983471,0.36645396536007296,0
14,0.0,0.1521739130434783,0.3267973856209152,0.4890510948905109,0.08333333333333337,0.5619834710743801,0.36876355748373096,0.7358490566037735,0.5047318611987381,0.059216809933142295,1.0,0.6611570247933886,0.11759343664539657,0
15,0.31804281345565766,0.2806324110671937,0.30718954248366015,0.45255474452554734,0.08333333333333337,0.6198347107438016,0.4728850325379609,0.4528301886792453,0.2965299684542587,0.14135625596943646,0.3089430894308944,0.8305785123966941,0.09115770282588881,0
16,0.2232415902140672,0.383399209486166,0.7973856209150325,0.3795620437956204,0.29761904761904756,0.26859504132231404,0.3383947939262472,0.8867924528301885,0.2018927444794953,0.24068767908309452,0.6097560975609757,0.5082644628099174,0.2999088422971741,0
17,0.45259938837920455,0.09881422924901187,0.3594771241830066,0.1970802919708028,0.08333333333333337,0.371900826446281,0.023861171366594366,0.8867924528301885,0.26498422712933756,0.39828080229226365,0.21951219512195125,0.09917355371900827,0.3391066545123063,0
18,0.1314984709480127,0.5928853754940713,0.07843137254901955,0.34306569343065685,0.34523809523809523,0.859504132231405,0.45770065075921906,0.20754716981132074,0.9999999999999999,0.15472779369627504,0.21951219512195125,0.6363636363636364,0.25888787602552416,0
19,1.0,0.233201581027668,0.6666666666666667,0.3795620437956204,0.4999999999999999,0.7024793388429751,0.579175704989154,0.37735849056603776,0.49211356466876965,0.4699140401146132,0.4796747967479676,0.5702479338842975,0.9134001823154057,1
20,0.4250764525993884,0.35770750988142286,0.37254901960784315,0.5255474452554745,0.1428571428571429,0.23966942148760328,0.29718004338394793,1.0,0.31861198738170343,0.13562559694364856,0.3089430894308944,0.8388429752066114,0.03372835004557889,0
21,0.37308868501529036,0.6205533596837945,0.3267973856209152,0.27007299270072993,0.40476190476190477,0.11570247933884292,0.06724511930585685,0.3018867924528301,0.23028391167192425,0.66189111747851,0.13821138211382117,0.30165289256198347,0.5259799453053784,0
22,0.4067278287461771,0.6106719367588933,0.4444444444444444,0.45255474452554734,0.11904761904761896,0.4958677685950412,0.09761388286334056,0.6981132075471698,0.1987381703470032,0.6084049665711557,0.06504065040650414,0.12809917355371903,0.22060164083865086,0
23,0.29663608562691124,0.1521739130434783,0.47058823529411753,0.5255474452554745,0.09523809523809523,0.14462809917355368,0.16919739696312364,0.6981132075471698,0.3848580441640378,0.221585482330468,0.4634146341463415,0.5702479338842975,0.15679124886052875,0
24,0.32110091743119273,0.2154150197628459,0.40522875816993453,0.27007299270072993,0.0357142857142857,0.20661157024793386,0.22342733188720176,0.7358490566037735,0.3880126182965299,0.10697230181470868,0.48780487804878053,0.4132231404958677,0.18413855970829535,0
25,0.9755351681957185,0.1897233201581028,0.392156862745098,0.10948905109489049,0.47619047619047616,0.8677685950413223,0.5488069414316703,0.2452830188679245,0.5110410094637223,0.48710601719197705,0.37398373983739835,0.8429752066115702,0.6308113035551504,1
26,0.6360856269113144,0.0533596837944664,0.0,0.014598540145985384,0.0,0.7768595041322315,0.5878524945770065,0.2452830188679245,0.5899053627760251,0.38395415472779365,0.5203252032520327,0.7892561983471075,0.20419325432999091,0
27,0.18960244648318048,0.18379446640316208,0.6013071895424837,0.8175182481751824,0.11904761904761896,0.33884297520661155,0.2472885032537961,0.5094339622641509,0.29337539432176657,0.12607449856733524,0.7154471544715448,0.8016528925619834,0.25888787602552416,0
28,0.9388379204892958,0.25296442687747034,0.457516339869281,0.2919708029197079,0.29761904761904756,0.6818181818181819,0.5314533622559653,0.3584905660377359,0.6214511041009463,0.4699140401146132,0.4796747967479676,0.6115702479338844,0.7128532360984503,1
29,0.4006116207951069,0.3379446640316206,0.49673202614379086,0.45255474452554734,0.23809523809523803,0.6033057851239669,0.35574837310195223,0.39622641509433965,0.28391167192429023,0.1451766953199618,0.2601626016260163,0.871900826446281,0.14585232452142205,0
30,0.6544342507645258,0.36561264822134387,0.43790849673202614,0.3795620437956204,0.4999999999999999,0.22727272727272718,0.045553145336225606,0.7547169811320755,0.3312302839116719,0.7659980897803247,0.09756097560975613,0.1446280991735538,0.512306289881495,0
31,0.12844036697247674,0.32806324110671936,0.47058823529411753,0.3795620437956204,0.2142857142857143,0.743801652892562,0.5032537960954446,0.3584905660377359,0.4479495268138801,0.1881566380133715,0.2601626016260163,0.8760330578512397,0.31631722880583407,0
32,0.6911314984709476,0.24308300395256918,0.6405228758169936,0.14598540145985406,0.2857142857142857,0.7851239669421488,0.598698481561822,0.339622641509434,0.3943217665615142,0.4508118433619866,0.4796747967479676,0.6487603305785122,0.9042844120328168,1
33,0.617737003058104,0.616600790513834,0.40522875816993453,0.5620437956204378,0.08333333333333337,0.22727272727272718,0.24295010845986986,0.9056603773584904,0.3817034700315458,0.3361986628462273,0.2926829268292683,0.305785123966942,0.21604375569735645,0
34,0.2477064220183487,0.4249011857707511,0.3464052287581698,0.23357664233576636,0.40476190476190477,0.25619834710743794,0.1843817787418655,0.5660377358490566,0.17034700315457413,0.13085004775549186,0.39024390243902435,0.5165289256198348,0.20237010027347313,0
35,0.45259938837920455,0.1956521739130435,0.18300653594771243,0.41605839416058377,0.08333333333333337,0.4545454545454546,0.3145336225596529,0.3584905660377359,0.33753943217665616,0.15854823304680038,0.45528455284552855,0.9504132231404959,0.35916134913400183,0
36,0.2568807339449539,0.7055335968379447,0.4509803921568627,0.45255474452554734,0.04761904761904767,0.7272727272727273,0.5553145336225596,0.1509433962264151,0.7886435331230284,0.1451766953199618,0.21951219512195125,0.9793388429752067,0.09298085688240659,0
37,0.2477064220183487,0.029644268774703553,0.5751633986928104,0.23357664233576636,0.19047619047619058,0.4545454545454546,0.37744034707158347,0.16981132075471697,0.61198738170347,0.16905444126074498,0.25203252032520335,0.7479338842975206,0.22060164083865086,0
38,0.7522935779816509,0.18181818181818185,0.3529411764705883,0.6715328467153283,0.1071428571428571,0.3223140495867768,0.29718004338394793,0.26415094339622647,0.19558359621451105,0.23495702005730662,0.40650406504065045,0.6239669421487603,0.17684594348222427,0
39,0.617737003058104,1.0,0.2810457516339868,0.4890510948905109,0.09523809523809523,0.6280991735537191,0.4728850325379609,0.320754716981132,0.5047318611987381,0.12607449856733524,0.20325203252032525,0.7561983471074382,0.09298085688240659,0
40,0.29663608562691124,0.035573122529644285,0.196078431372549,0.3065693430656933,0.09523809523809523,0.5454545454545454,0.38828633405639906,0.320754716981132,0.3217665615141956,0.11652340019102198,0.7317073170731707,0.7644628099173555,0.0,0
41,0.5107033639143728,0.5553359683794467,0.43137254901960764,0.4890510948905109,0.33333333333333337,0.2479338842975206,0.15835140997830804,0.07547169811320756,0.13564668769716087,0.3553008595988539,0.2439024390243903,0.008264462809917328,0.29352780309936194,0
42,0.37308868501529036,0.1956521739130435,0.27450980392156876,0.3065693430656933,0.023809523809523836,0.22727272727272718,0.3383947939262472,0.4528301886792453,0.3848580441640378,0.20248328557784145,0.42276422764227645,0.7851239669421487,0.211485870556062,0
43,0.7003058103975537,0.4940711462450593,0.4444444444444444,0.4890510948905109,0.16666666666666663,0.3429752066115702,0.06290672451193059,0.6037735849056604,0.26498422712933756,0.6819484240687679,0.056910569105691144,0.1446280991735538,0.3391066545123063,0
44,0.7492354740061158,0.18379446640316208,0.6143790849673203,0.5620437956204378,0.13095238095238104,0.6198347107438016,0.1366594360086768,0.7358490566037735,0.5930599369085173,1.0,0.07317073170731708,0.21074380165289253,0.31175934366453967,0
45,0.5168195718654434,0.2114624505928854,0.3267973856209152,0.2919708029197079,0.09523809523809523,0.4545454545454546,0.4468546637744034,0.2452830188679245,0.42902208201892744,0.2502387774594078,0.5528455284552845,0.7727272727272728,0.3974475843208752,0
46,0.43425076452599365,0.45256916996047425,0.6143790849673203,0.8905109489051095,0.22619047619047616,0.3305785123966941,0.023861171366594366,0.9433962264150944,0.23028391167192425,0.5940783190066858,0.15447154471544716,0.1900826446280992,0.5487693710118504,0
47,0.40978593272171215,0.07707509881422925,0.30065359477124187,0.3065693430656933,0.1071428571428571,0.9917355371900827,0.5704989154013015,0.11320754716981132,0.4605678233438486,0.3027698185291309,0.6016260162601625,0.6611570247933886,0.1294439380127621,0
48,0.5810397553516817,0.40909090909090917,0.6535947712418302,0.45255474452554734,0.2142857142857143,0.18181818181818177,0.00650759219088938,0.7547169811320755,0.10725552050473186,0.3170964660936007,0.23577235772357724,0.4297520661157025,0.29352780309936194,0
49,0.7064220183486238,0.03952569169960474,0.43137254901960764,0.16058394160583922,0.38095238095238104,0.5909090909090908,0.18004338394793928,0.7924528301886793,0.0031545741324921217,0.1805157593123209,0.43902439024390244,0.2727272727272727,0.43026435733819507,0
50,0.39755351681957185,0.04940711462450595,0.16339869281045738,0.0,0.6904761904761906,0.3305785123966941,0.2993492407809111,0.4150943396226414,0.7413249211356466,0.20248328557784145,0.47154471544715454,0.4297520661157025,0.43026435733819507,0
51,0.40978593272171215,0.06521739130434784,0.261437908496732,0.27007299270072993,0.11904761904761896,1.0,0.7114967462039045,0.20754716981132074,0.48580441640378547,0.30754536771728747,0.45528455284552855,0.6198347107438017,0.34822242479489524,0
52,0.47400611620795097,0.10869565217391305,0.261437908496732,0.3795620437956204,0.29761904761904756,0.15702479338842967,0.023861171366594366,0.7547169811320755,0.3123028391167192,0.603629417382999,0.08130081300813008,0.11570247933884303,0.3299908842297174,0
53,0.5657492354740064,0.44466403162055346,0.457516339869281,0.3795620437956204,0.30952380952380965,0.0826446280991735,0.16268980477223427,0.20754716981132074,0.13249211356466878,0.39350525310410706,0.2113821138211382,0.06198347107438007,0.22971741112123978,0
54,0.6850152905198774,0.699604743083004,0.36601307189542465,0.3795620437956204,0.4999999999999999,0.2024793388429752,0.04772234273318872,0.5660377358490566,0.2965299684542587,0.8519579751671442,0.08943089430894308,0.1198347107438017,0.5077484047402006,0
55,0.9480122324159019,0.6640316205533596,0.6797385620915033,0.7080291970802919,0.2142857142857143,0.3925619834710743,0.06290672451193059,0.8113207547169812,0.2965299684542587,0.7564469914040113,0.10569105691056913,0.13636363636363635,0.25706472196900637,0
56,0.40978593272171215,0.17588932806324112,0.392156862745098,0.7080291970802919,0.11904761904761896,0.4628099173553719,0.4295010845986985,0.5094339622641509,0.4700315457413249,0.08022922636103152,0.3333333333333333,0.6239669421487603,0.058340929808568864,0
57,0.5321100917431187,0.5316205533596838,0.18300653594771243,0.0875912408759123,0.023809523809523836,0.21900826446280985,0.16919739696312364,0.5660377358490566,0.13249211356466878,0.20248328557784145,0.1788617886178862,0.35123966942148765,0.08568824065633546,0
58,0.30886850152905154,0.7035573122529645,0.4444444444444444,0.5255474452554745,0.023809523809523836,0.41322314049586784,0.27765726681127983,0.5471698113207547,0.2965299684542587,0.12607449856733524,0.25203252032520335,0.537190082644628,0.2752962625341841,0
59,0.36085626911315005,0.08893280632411069,0.03267973856209139,0.14598540145985406,0.869047619047619,0.3099173553719008,0.175704989154013,0.01886792452830191,0.6593059936908517,0.14995224450811845,0.6504065040650406,0.7438016528925618,0.40109389243391064,0
60,0.35779816513761453,0.45256916996047425,0.40522875816993453,0.3065693430656933,0.2142857142857143,0.06198347107438018,0.0043383947939262535,0.5094339622641509,0.10094637223974764,0.40305635148042024,0.14634146341463422,0.23140495867768596,0.211485870556062,0
61,0.1620795107033639,0.258893280632411,1.0,0.9999999999999998,0.488095238095238,0.859504132231405,1.0,0.641509433962264,0.4605678233438486,0.4508118433619866,0.3658536585365854,0.9999999999999999,0.17046490428441202,0
62,0.4281345565749235,0.15612648221343875,0.3856209150326797,0.4890510948905109,0.09523809523809523,0.6776859504132233,0.5813449023861171,0.49056603773584906,0.42902208201892744,0.25405921680993315,0.17073170731707316,0.6487603305785122,0.06745670009115773,0
63,0.28440366972477094,0.06916996047430832,0.392156862745098,0.45255474452554734,0.27380952380952384,0.9421487603305785,0.36225596529284165,0.0,0.3911671924290221,0.18433619866284623,0.4146341463414634,0.768595041322314,0.5542388331814039,0
64,0.3455657492354738,0.17193675889328067,0.39869281045751626,0.583941605839416,0.1428571428571429,0.28099173553719003,0.26464208242950105,0.5660377358490566,0.3627760252365931,0.11174785100286536,0.6910569105691058,0.40909090909090895,0.19781221513217867,0
65,0.5596330275229353,0.12055335968379452,0.40522875816993453,0.23357664233576636,0.5238095238095238,0.16942148760330578,0.16919739696312364,0.1509433962264151,0.16719242902208203,0.26934097421203435,0.2276422764227643,0.008264462809917328,0.3208751139471286,0
66,0.5565749235474002,0.5,0.5751633986928104,0.5255474452554745,0.33333333333333337,0.22727272727272718,0.02819956616052062,0.8867924528301885,0.17350157728706622,0.4106972301814709,0.3170731707317073,0.3471074380165289,0.2661804922515953,0
67,0.44036697247706424,0.15415019762845852,0.3267973856209152,0.3065693430656933,0.9999999999999999,0.578512396694215,0.39045553145336226,0.3584905660377359,0.9053627760252364,0.12607449856733524,0.5528455284552845,0.5619834710743802,0.6007292616226072,0
68,0.8256880733944953,0.7154150197628459,0.36601307189542465,0.5620437956204378,0.11904761904761896,0.07438016528925617,0.0,0.7358490566037735,0.2334384858044164,0.510028653295129,0.2439024390243903,0.19834710743801653,0.22060164083865086,0
69,0.1865443425076454,0.26086956521739135,0.49673202614379086,0.4963503649635037,0.07142857142857151,0.35123966942148754,0.26464208242950105,0.660377358490566,0.2965299684542587,0.1451766953199618,0.42276422764227645,0.6115702479338844,0.36645396536007296,0
70,0.5382262996941893,0.3814229249011858,0.5098039215686274,0.5255474452554745,0.40476190476190477,0.15702479338842967,0.19305856832971802,0.20754716981132074,0.26813880126182965,0.909264565425024,0.0,0.0826446280991735,0.18413855970829535,0
71,0.32110091743119273,0.12845849802371542,0.522875816993464,0.5620437956204378,0.07142857142857151,0.6033057851239669,0.3947939262472885,0.5660377358490566,0.1987381703470032,0.15472779369627504,0.3658536585365854,0.793388429752066,0.097538742023701,0
72,0.5168195718654434,0.199604743083004,0.3790849673202612,0.5620437956204378,0.07142857142857151,0.11570247933884292,0.2798264642082429,0.660377358490566,0.3848580441640378,0.19293218720152816,0.3252032520325204,0.4752066115702479,0.19143117593436648,0
73,0.4923547400611623,0.12252964426877475,0.20915032679738554,0.14598540145985406,0.261904761904762,0.3801652892561983,0.2039045553145336,0.7547169811320755,0.06624605678233439,0.4269340974212034,0.40650406504065045,0.1322314049586777,0.15679124886052875,0
74,0.547400611620795,0.5197628458498025,0.392156862745098,0.34306569343065685,0.11904761904761896,0.15702479338842967,0.04121475054229935,0.5094339622641509,0.17665615141955837,0.8576886341929322,0.1951219512195122,0.19834710743801653,0.37101185050136737,0
75,0.4587155963302747,0.9426877470355732,0.6143790849673203,0.7445255474452555,0.2142857142857143,0.2851239669421488,0.02819956616052062,0.9433962264150944,0.21766561514195587,0.3553008595988539,0.2764227642276423,0.17355371900826444,0.21604375569735645,0
76,0.29663608562691124,0.5316205533596838,0.196078431372549,0.3065693430656933,0.1071428571428571,0.371900826446281,0.25379609544468545,0.4528301886792453,0.4605678233438486,0.0,0.3658536585365854,0.7355371900826445,0.26071103008204194,0
77,0.37308868501529036,0.7865612648221344,0.5490196078431373,0.45255474452554734,0.13095238095238104,0.11570247933884292,0.0,0.7547169811320755,0.12302839116719244,0.24546322827125122,0.21951219512195125,0.0,0.4029170464904284,0
78,0.5015290519877675,0.047430830039525695,0.3529411764705883,0.23357664233576636,0.2500000000000001,0.4545454545454546,0.3188720173535792,0.320754716981132,0.3312302839116719,0.12798471824259788,0.6097560975609757,0.7809917355371901,0.15679124886052875,0
79,0.5902140672782874,0.5355731225296444,0.4248366013071896,0.27007299270072993,0.33333333333333337,0.11983471074380159,0.04989154013015183,0.5094339622641509,0.16719242902208203,0.38204393505253104,0.16260162601626021,0.19834710743801653,0.36189608021877845,0
80,0.38532110091743066,0.17193675889328067,0.33333333333333326,0.40875912408759096,0.29761904761904756,0.0,0.1193058568329718,0.4528301886792453,0.3312302839116719,0.16905444126074498,0.3463414634146342,0.2272727272727273,0.5396536007292616,0
81,0.5443425076452599,0.31027667984189733,0.457516339869281,0.6715328467153283,0.23809523809523803,0.02066115702479332,0.13449023861171366,0.26415094339622647,0.13249211356466878,0.4221585482330468,0.14634146341463422,0.037190082644628086,0.25706472196900637,0
82,0.8379204892966357,0.22924901185770755,0.6405228758169936,0.16788321167883202,0.4404761904761906,0.7851239669421488,0.5032537960954446,0.49056603773584906,0.4006309148264984,0.4794651384909265,0.5284552845528454,0.6859504132231405,1.0,1
83,0.6360856269113144,0.22924901185770755,0.6862745098039216,0.781021897810219,0.45238095238095244,0.4545454545454546,0.175704989154013,0.2452830188679245,0.3627760252365931,0.5558739255014327,0.10569105691056913,0.024793388429752095,0.1340018231540565,0
84,0.7247706422018343,0.6264822134387352,0.5098039215686274,0.5985401459854014,0.2857142857142857,0.2892561983471075,0.06073752711496748,0.5660377358490566,0.31545741324921134,0.5749761222540593,0.1788617886178862,0.1198347107438017,0.43026435733819507,0
85,0.9571865443425072,0.34980237154150196,0.5098039215686274,0.3795620437956204,0.15476190476190477,0.23966942148760328,0.04989154013015183,0.5849056603773585,0.2618296529968454,0.8042024832855779,0.11382113821138212,0.18181818181818177,0.34822242479489524,0
86,0.24159021406727854,0.14426877470355734,0.1895424836601307,0.43795620437956195,0.09523809523809523,0.36363636363636365,0.245119305856833,0.320754716981132,0.35331230283911674,0.06399235912129894,0.3821138211382114,0.8512396694214875,0.19781221513217867,0
87,0.11620795107033643,0.0,0.522875816993464,0.45255474452554734,0.11904761904761896,0.5702479338842974,0.334056399132321,0.5471698113207547,0.3249211356466877,0.17191977077363896,0.5040650406504066,0.4297520661157025,0.14220601640838654,0
88,0.7400611620795106,0.5849802371541503,0.5882352941176472,0.5985401459854014,0.3928571428571429,0.2479338842975206,0.09761388286334056,0.5660377358490566,0.3312302839116719,0.8978032473734479,0.3008130081300813,0.1198347107438017,0.3801276207839563,0
89,0.23853211009174302,0.2727272727272728,0.6797385620915033,0.4890510948905109,0.6666666666666666,0.20661157024793386,0.11279826464208244,0.01886792452830191,0.3627760252365931,0.11652340019102198,0.3821138211382114,0.40909090909090895,0.31631722880583407,0
