,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,labels
10,0.2552960740365845,0.3951965065502184,0.27423469387755095,0.1655899092447316,0.3263880667692671,0.5551681475649534,0.22575462512171374,0.40230381569474444,0.9120617944147357,0.2549258088056434,0.35060286360211007,0.34102870284374864,0.3065355696934644,0.18353105373342637,0.7368282817670851,0.7716710834581558,0.20452020202020202,0.6605417692744837,0.474586390863042,0.19269084590409072,0.17626378955024846,0.33595083646295654,0.19753312014618551,0.11052661033074038,0.2711995198490954,0.24854759304111068,0.12348242811501597,0.3662603224537947,0.42633517495395945,0.19975835682641963,0
11,0.8344299038392018,0.679475982532751,0.8501275510204082,0.7561913551761267,0.4898780632177103,0.8577212911933417,0.40335929892891914,0.5466522678185745,0.4711824123588829,0.26173680369739705,0.4157874905802562,0.053823360311352875,0.40066512434933493,0.4040079527051048,0.17345169932237225,0.29696201559319435,0.08830808080808081,0.18266717181284334,0.11346083472968546,0.10196678412450069,0.9212025700084858,0.6285421645612836,0.9570580173595252,0.8802395209580837,0.6836148503815486,1.0,0.48650159744408944,0.701926858041683,0.6464088397790058,0.7664115988723318,1
12,0.4562938326946713,0.22139737991266378,0.44494047619047616,0.332564220889094,0.3782407955487156,0.22252839950511755,0.08602726387536515,0.2119510439164867,0.3885918003565062,0.17343711992215982,0.258854559155991,0.1510769094688426,0.2728455754771545,0.17075932533673915,0.3289909124336818,0.10271920728194493,0.040606060606060604,0.17135821178253458,0.20244217176094445,0.06506794785702913,0.4065947387562129,0.31034482758620685,0.4070351758793971,0.28535452459566846,0.4143873788905085,0.1549920058254579,0.08921725239616614,0.2930790405033425,0.3557397176181708,0.22996375352396292,0
13,0.12059865519485213,0.47030567685589514,0.12574404761904756,0.06922011998154132,0.32035042026755056,0.23141378922505906,0.09092015579357351,0.036918646508279335,0.12715389185977433,0.3743614692288979,0.003956292388847024,0.18115076732563795,0.06029496818970502,0.0,0.1997163418605873,0.23512693474670665,0.09431818181818181,0.09713960977457851,0.19204175574430385,0.12574680337004757,0.061401381985695225,0.5291908501194946,0.09100045682960256,0.03408136997033967,0.3209294349652748,0.2555128144243403,0.14920127795527158,0.10082579630357844,0.24861878453038677,0.4946972748019868,0
14,0.4830453329477262,0.3851528384279476,0.5113732993197279,0.36317489616982,0.41363797798034796,0.8335395343605895,0.3315481986368062,0.4753059755219582,0.3885918003565062,0.4882023838482119,0.7222117558402412,0.3111759762947238,0.5209658762290341,0.46286323717231304,0.3177496454273257,1.0000000000000002,0.25151515151515147,0.5249100208372798,0.6015099863253789,0.7583922353218091,0.4132622136016487,0.3291225674291567,0.4116034719049796,0.2950360960322346,0.24573437366029327,0.3481185987240981,0.17731629392971246,0.4014942980731419,0.2166973603437693,0.4400590683313196,0
15,0.46930807606102243,0.7397379912663755,0.4743835034013605,0.34233194893093366,0.3504202675506096,0.475312113373074,0.26850048685491723,0.3173506119510439,0.16755793226381466,0.22962782777912905,0.2081763376036172,0.43368272079961084,0.19491035280508967,0.15245757021158937,0.24131953564111996,0.2515458770211622,0.09722222222222221,0.19151354423186207,0.04450992854528993,0.09134019619381237,0.41204994544793305,0.9576647319904403,0.4189127455459115,0.2931893222899994,0.31664237331732836,0.3408367763689035,0.24472843450479234,0.32320094376720404,0.09944751381215478,0.30541012216404895,0
16,0.14648253922348353,0.7550218340611354,0.14625850340136048,0.08621750499923087,0.32212619865040837,0.15116409852659995,0.03751217137293087,0.07508999280057596,0.33333333333333326,0.1865726100705425,0.0600037678975132,0.2928220777497679,0.07027183342972819,0.029480309154827578,0.2560802647475968,0.10031877712486077,0.036616161616161616,0.11562795984087895,0.11943144392442365,0.04561471522821204,0.10413383440417023,0.8340730624786616,0.10397441754225678,0.06144719905982424,0.34150733087541796,0.13235503632996154,0.057428115015974446,0.19134880062917814,0.23173726212400247,0.22687609075043624,0
17,0.37314727785409596,0.13973799126637548,0.39360119047619047,0.2564220889093986,0.4139931336569195,0.6479586098301654,0.3344693281402142,0.2865370770338373,0.31847890671420076,0.29773777669666734,0.08298794272795783,0.017115563221440894,0.23655292076344708,0.06285797048019066,0.19898093186951726,0.5153051426815686,0.206010101010101,0.2595188482667172,0.06011055257025094,0.2286204819694148,0.3296157109952722,0.17787640833048823,0.4417542256738237,0.22329173428843244,0.46497470633627713,0.8826993398869735,0.6171725239616614,0.6138419189933149,0.32934315531000624,0.8402470130218821,0
18,0.3080760610223411,0.6104803493449782,0.31558248299319724,0.2018920166128288,0.5963063809636556,0.4094027668428749,0.13244888023369036,0.30770338372930167,0.4515745692216281,0.40501094624179035,0.139318010550113,0.18601565609659015,0.1602082128397918,0.08287140054510264,0.3470609864999737,0.17281176786880212,0.05893939393939394,0.3154006440613753,0.21958359815874115,0.0942824110931886,0.2441508061583223,0.610105838170024,0.25427135678391977,0.15322625776484408,0.5138472091228671,0.24522328283547834,0.1285143769968051,0.47267007471490363,0.3170656844689995,0.3664921465968586,0
19,0.2806015472489335,0.2231441048034934,0.29272959183673464,0.17643439470850636,0.6649698117674913,0.5478573838713306,0.17276046738072057,0.32375809935205185,0.49079025549613775,0.27608854293359286,0.12358703843255466,0.08206182831365266,0.13157894736842107,0.05982962250984214,0.21909964805379,0.17089142374313476,0.06643939393939394,0.247016480394014,0.1722039251940448,0.03571502744913429,0.22354224754515706,0.24513485831341764,0.23097304705344923,0.13184845262745534,0.6030180914001543,0.3003118519573855,0.18386581469648564,0.43452615021627994,0.3747697974217312,0.2558732715800779,0
20,0.37097823729303736,0.3096069868995633,0.3748937074829931,0.2518843254883864,0.552977388421925,0.4278483860083231,0.09466893865628043,0.16666666666666666,0.39096850861556753,0.19751885186086104,0.1423323285606632,0.16191234354959977,0.14762868710237131,0.08919143109191696,0.18805484057361982,0.13786150478165687,0.052297979797979795,0.1549346467133927,0.15294389553359908,0.06569100512983822,0.32052369984240514,0.4209627859337658,0.32188213796254006,0.2137780513738877,0.49498413787190254,0.2957211378638933,0.13825878594249202,0.3116791191506095,0.37231430325352977,0.3217881594844946,0
21,0.4873834140698432,0.6148471615720523,0.5090348639455783,0.36732810336871247,0.4231087960222565,0.5827241030255315,0.24561830574488802,0.2800575953923686,0.48247177658942364,0.28119678910240786,0.13168801808590808,0.1583742426252709,0.2686524002313477,0.10736151891400808,0.28497137153963337,0.4251449859814879,0.09669191919191918,0.2201174464860769,0.21457599044702527,0.1786374429729524,0.4405382470602497,0.6568794810515535,0.5194152581087256,0.31831663775253227,0.538712166680957,0.6219784394738093,0.32268370607028757,0.4738497837200157,0.49754450583179866,0.6321653913276951,0
22,0.2690333309232882,0.43930131004366807,0.2751913265306123,0.17128134133210277,0.6815437433408312,0.417500843549657,0.11175754625121714,0.16076313894888408,0.46464646464646464,0.44271466796399905,0.19847400150715905,0.4005130246340277,0.19086176980913822,0.11730240029493477,0.45474602090665545,0.14218227906440833,0.06530303030303031,0.14218602007956052,0.16604071570270215,0.10473592755920777,0.2520305491574736,0.6715602594742232,0.254728186386478,0.15949409592030891,0.7247706422018348,0.22211141188203454,0.14017571884984026,0.24093590247738889,0.36709637814610196,0.44703987112364085,0
23,0.002241341913093775,0.5951965065502183,0.0,0.001692047377326561,0.0,0.13631762456416602,0.0,0.0,0.31313131313131315,0.17003162247628323,0.2555576488319518,0.2355490690371943,0.25896471949103533,0.08129139290839904,0.2876503650785313,0.023120943273034534,0.0,0.0,0.331676970782535,0.06344107608913874,0.03054915747363307,0.6104472516217139,0.022932846048423938,0.015949409592030894,0.16110777672982934,0.05880863054249577,0.0,0.0,0.40055248618784545,0.20378574305275865,0
24,0.36736316969127325,0.09388646288209607,0.35469812925170074,0.25380710659898476,0.41150704392091864,0.1032504780114723,0.022378286270691335,0.09575233981281497,0.24123588829471188,0.2306008270493798,0.16437452901281085,0.13867144310291452,0.14762868710237131,0.0986714769121384,0.35830225350632977,0.039482275223720095,0.015606060606060604,0.14032960788028034,0.021397892952755126,0.08310199447555885,0.2835495211540793,0.1249573233185387,0.2745545911375058,0.18501315126755832,0.38609277201406156,0.04299441199284483,0.022028753993610227,0.1569012976799056,0.06660527931246163,0.24137468116525718,0
25,0.22926758730388264,0.08951965065502182,0.22076955782312924,0.14459313951699737,0.2666035278797205,0.10010122595883478,0.007521908471275559,0.047429805615550755,0.22697563874034454,0.13573339819995134,0.15768651092690283,0.08814293927734287,0.1519664545980336,0.0772755401651108,0.23265220360350897,0.03727387947920267,0.004633838383838383,0.06774010229210078,0.1315652626105044,0.059356589522945806,0.2065704933931385,0.19494708091498802,0.19570580173595253,0.12865857070904915,0.3938094829803652,0.08809422044925679,0.014808306709265178,0.1554463232402674,0.3597298956414978,0.2905087931265943,0
26,0.5394403875352469,0.10043668122270749,0.52859268707483,0.4099369327795723,0.31964010891440753,0.2809582724103026,0.08259493670886077,0.19128869690424766,0.39275103980986337,0.0873266845049867,0.06019216277317256,0.010990225996196534,0.08400809716599193,0.0718771807397069,0.17329411146714296,0.12096247647578448,0.03916666666666666,0.1734229967796931,0.13349126557654897,0.02827295446835907,0.43932597890653413,0.11061795834755894,0.4371859296482413,0.32402484750125915,0.3552259281488468,0.2317677415269665,0.10878594249201277,0.3215886747935509,0.2826887661141806,0.1671365283930728,0
27,0.34205769647892426,0.08384279475982531,0.3285501700680272,0.22958006460544533,0.24967444062980937,0.1183781351928917,0.017461051606621227,0.08272138228941685,0.3285799168152109,0.20141084894186334,0.2008289374529013,0.24837468488788644,0.1953441295546559,0.11717073299187614,0.45579660660818405,0.07468218304720207,0.0162020202020202,0.14955483993180524,0.3688488280271951,0.13398500508830105,0.25687962177233603,0.1321270058040287,0.24294198264047517,0.1644747887402764,0.19909114293063535,0.05933102214623799,0.013370607028753995,0.10538733779001179,0.21915285451197064,0.2023090347697677,0
28,0.47220013014243367,0.3170305676855896,0.4602465986394557,0.3494077834179357,0.15543980111282107,0.1845686649420763,0.060248296007789685,0.09892008639308855,0.3416518122400476,0.09754317684261737,0.10889223813112285,0.0677104064393437,0.1307113938692886,0.09057393777403258,0.07648263907128224,0.11059261819718094,0.027247474747474743,0.09931805266148892,0.028716704223724493,0.034849670125788344,0.4405382470602497,0.43598497780812573,0.44906349931475564,0.3243606245453019,0.19960559032838898,0.2998369504994381,0.125,0.29610696028313016,0.3284223449969307,0.2893005772586924,0
29,0.3724242643337431,0.78646288209607,0.36755952380952384,0.25803722504230114,0.33858174499822413,0.21853559779552356,0.15080331061343719,0.16868250539956803,0.30065359477124176,0.12721965458525886,0.09155990957045969,0.22051214010879666,0.10772122614227879,0.0660179857535978,0.3518936807270053,0.18510197027307296,0.09843434343434343,0.1443455199848456,0.14273607981356293,0.06406413336194783,0.2993090071523822,0.7937862751792422,0.29410689812699875,0.19900386143600649,0.44182457343736614,0.21324658466701496,0.1948083067092652,0.2553283523397562,0.2473910374462861,0.23103772318432003,0
30,0.31096811510375244,0.3065502183406113,0.29942602040816324,0.20550684510075373,0.28649224576772814,0.1098864019795299,0.0037633885102239533,0.040259179265658744,0.19132501485442654,0.21527608854293345,0.11218914845516205,0.12093671221971605,0.10251590514748408,0.06693965687500823,0.1584283237905132,0.04450397511234014,0.0029898989898989895,0.07484372040159121,0.09863061189114228,0.027857582953153014,0.24960601285004247,0.3332195288494366,0.23837368661489267,0.15854272762885438,0.25833833490525593,0.07378385651643951,0.0061757188498402565,0.10994887927644513,0.18569674647022716,0.20351725063766946,0
31,0.3955606969850336,0.214410480349345,0.38424744897959173,0.27572681125980614,0.3845152125014798,0.18631200089978633,0.003556475170399221,0.02347732181425486,0.33986928104575165,0.1724641206519093,0.07149585531273549,0.046592366547255765,0.06463273568536727,0.057262110100198826,0.10080369806166938,0.053856051004339975,0.0028484848484848484,0.045197954157984464,0.0751333757053986,0.056587446088238756,0.33082797914898776,0.2717651075452372,0.32297852900867985,0.22206055179360898,0.3569407528080254,0.16987225150781216,0.008945686900958467,0.09830908375933936,0.33302639656230826,0.3844811384078398,0
32,0.15523100281975266,0.2777292576419214,0.15943877551020413,0.08967851099830793,0.66615366402273,0.29771679226183784,0.0427458617332035,0.14053275737940965,0.5193107546048722,0.2675747993189004,0.09353805576488321,0.21653177656892664,0.10989010989010987,0.03639284256540573,0.4205494563218995,0.09830241579291009,0.020138888888888887,0.142583822693692,0.24192523256485818,0.052676030986715035,0.08898048248272517,0.36633663366336633,0.0952946550936501,0.05120599921652022,0.6030180914001543,0.15420050339554547,0.04962460063897764,0.21974046401887531,0.4367710251688153,0.24956369982548,0
33,0.3218133179090449,0.419650655021834,0.311437074829932,0.2152745731425934,0.32555937019060033,0.11809695197390621,0.05800876338851023,0.12742980561555076,0.4034462269756388,0.11967891024081734,0.073474001507159,0.26717084604838354,0.06159629843840371,0.05186375067479493,0.17686610285234022,0.036928217536582555,0.026994949494949492,0.1287554461072173,0.09497120625565761,0.02013859562890708,0.2659716329252031,0.6947763741891431,0.2551850159890362,0.1721976607532598,0.35265369116007883,0.09708568805306235,0.09145367412140576,0.2922139205662603,0.3462246777163904,0.18217210363807212,0
34,0.5784831176342997,0.016157205240174666,0.5833333333333334,0.4371635133056453,0.6116964602817568,0.6215273872455293,0.28992210321324247,0.44715622750179984,0.4301841948900772,0.261250304062272,0.04577995478522985,0.005373490778824458,0.05581260844418741,0.04653122490092035,0.22697904081525455,0.1531282405807121,0.08424242424242424,0.20212161394203448,0.04258392557924537,0.045199343713005984,0.488422839132016,0.058381700238989365,0.5102786660575606,0.34372376741843413,0.711052044928406,0.4283769451172216,0.3198083067092652,0.570979158474243,0.30417434008594224,0.357094912068734,0
35,0.18227170848094854,0.23013100436681216,0.19770408163265296,0.11182894939240115,0.6330058008760507,0.5158024969069847,0.16372930866601754,0.28545716342692584,0.4058229352346999,0.5093651179761614,0.23860211002260745,0.24505771527132814,0.1214574898785425,0.10453067189824752,0.4610495351158271,0.3878903099435419,0.1011111111111111,0.2924796362947528,0.33995878353652664,0.2300396679797022,0.141108013092496,0.27722772277227714,0.135952489721334,0.08411214953271023,0.5918717311154934,0.330388944294059,0.15159744408945688,0.3831694848604011,0.31982811540822587,0.5612833937441267,0
36,0.3015689393391656,0.16331877729257643,0.3208971088435374,0.19535456083679437,0.7407363561027583,0.6198402879316163,0.09031158714703019,0.2161987041036717,0.5555555555555557,0.6455850158112382,0.2654483798040694,0.06434921056123127,0.32735685367264317,0.12000158000763672,0.4442401638913695,0.43359450013442413,0.07042929292929292,0.21026709604091684,0.418539704551145,0.2932799811698247,0.2544550854649048,0.13724820757937872,0.27053449063499324,0.15081985561587105,0.6107348023664579,0.35524212059331023,0.07523961661341853,0.23759339362957135,0.35635359116022103,0.6496173983084977,0
37,0.20757718169329764,0.35109170305676846,0.22704081632653061,0.12890324565451466,0.5238546229430566,0.53604768867394,0.15547711781888995,0.1902087832973362,0.5121806298276886,0.3176842617368034,0.3165975885455916,0.18446773694219631,0.38649508386350495,0.13362914587420507,0.30241109418500817,0.3222145408457196,0.08469696969696969,0.2585716991854518,0.4911500163710252,0.0819597228087422,0.17747605770396413,0.35677705701604645,0.19762448606669725,0.10336336672449492,0.4298208008231158,0.3549255196213453,0.15303514376996805,0.3116791191506095,0.421731123388582,0.27735266478721987,0
38,0.4440026028486732,0.4275109170305676,0.4448341836734694,0.31225965236117514,0.5108322481354327,0.4635024181756834,0.08977604673807206,0.17055435565154786,0.3327391562685681,0.365604475796643,0.14845516201959313,0.15129804077661316,0.19071717755928286,0.10742735256553743,0.24084677207543204,0.1869262971924569,0.06603535353535353,0.17164235650691417,0.10325301900964926,0.09168633912315075,0.369620560067887,0.4185728917719358,0.3884878940155323,0.25099334042195975,0.47354882963217027,0.2792578873217141,0.10998402555910543,0.26917027133307114,0.20963781461019027,0.3988454826151161,0
39,0.27987853372858074,0.5930131004366812,0.279655612244898,0.18335640670666048,0.2617497336332426,0.21088741423911822,0.04805258033106134,0.094528437724982,0.5199049316696375,0.16857212357090723,0.1288620949510173,0.3147140772190527,0.17408906882591096,0.07510302966464338,0.23160161790198036,0.20276913622921228,0.0403030303030303,0.13256298541390416,0.43144392442364365,0.04364170053098324,0.21141956600800094,0.6531239330829635,0.22603928734582013,0.1322961553528457,0.2081797136242819,0.17224675879754953,0.057819488817891375,0.1893432953204876,0.5150399017802334,0.16431735803463543,0
40,0.38110042657797705,0.6209606986899563,0.3687287414965986,0.26257498846331334,0.3677045104770925,0.17630187830390281,0.029357351509250243,0.12685385169186467,0.36066547831253704,0.064217951836536,0.13912961567445364,0.19220733271416568,0.130133024869867,0.09472145782037947,0.22802962651678316,0.0645427660636786,0.014345959595959596,0.12002273157795036,0.050287937443423636,0.019515538356097997,0.32658504061098315,0.6620006828269034,0.3143901324805849,0.2173596731770104,0.4341078624710625,0.1298222285542417,0.03563897763578275,0.2328352339756193,0.227133210558625,0.10336957980937023,0
41,0.36519412913021465,0.24366812227074225,0.3555484693877552,0.24896169820027686,0.5407837101929679,0.18535597795523562,0.0889240506329114,0.20619150467962563,0.314913844325609,0.11384091461931378,0.11529766390354183,0.11286541948609086,0.10323886639676115,0.07589303348299516,0.32825550244261176,0.03226178131121098,0.04002525252525252,0.16408410683841634,0.25039964561545425,0.03308434118616258,0.27324524184749677,0.24820757937862759,0.2651439013248059,0.17617102244109908,0.5009860241790277,0.06857577052761554,0.08298722044728435,0.2313016122689736,0.250767341927563,0.11934487850718223,0
42,0.2458968982719978,0.24934497816593887,0.23968962585034015,0.15559144746962006,0.3418965313128921,0.10662467663929817,0.03332521908471276,0.09863210943124551,0.2679738562091504,0.23424957431281923,0.025527505651846263,0.1336296492857459,0.030508964719491036,0.019104925673807435,0.21904711876871358,0.0385125014402581,0.02373232323232323,0.11723811327903012,0.20321257294736236,0.049387673158000404,0.16535337616680812,0.26630249231819725,0.16171767930561898,0.10129274161956459,0.272914344508274,0.055246869607889715,0.0365814696485623,0.15902477388910732,0.250767341927563,0.2096925761847228,0
43,0.5249801171281903,0.4890829694323144,0.5273171768707482,0.3960159975388402,0.3849887534035753,0.46743898324148014,0.16696689386562805,0.27904967602591796,0.5252525252525252,0.1770858671855995,0.1923511680482291,0.21520498872230331,0.22455176402544824,0.1429116907398386,0.14372012396911277,0.2479932403886777,0.08363636363636362,0.22655806023868155,0.1833747423971033,0.10608588498362745,0.47326948721057116,0.6507340389211336,0.48926450433988145,0.35088701102467956,0.31321272399897115,0.4863149229868136,0.24872204472843454,0.5143531262288635,0.49017802332719473,0.5007383541414955,0
44,0.4461716434097318,0.24934497816593887,0.4363307823129251,0.32348869404706965,0.18527287794483238,0.19013609267798898,0.054138266796494645,0.09640028797696185,0.4474153297682709,0.08538068596448545,0.038715146948003,0.04718942107823626,0.0918160786581839,0.047584563325389406,0.08378420969690605,0.10463955140761225,0.025010101010101007,0.0915324872134874,0.06974056740047377,0.039626442550658024,0.3750757667596073,0.3178559235233869,0.4070351758793971,0.26795008114611896,0.19437537511789427,0.27435057225625686,0.11054313099041534,0.24467164766024377,0.3416206261510131,0.29225399382467454,0
45,0.24083580362952794,0.2711790393013101,0.24798044217687076,0.14436240578372556,0.7904581508227774,0.4933078393881454,0.09890457643622201,0.3072714182865371,0.5311942959001782,0.6789102408173193,0.059815373021853815,0.14753880854451376,0.08111625216888375,0.03619534161081779,0.5729369123286231,0.20382532549832932,0.04545454545454545,0.24341731388520554,0.24385123553090274,0.2548581160132642,0.16595951024366584,0.2816660976442471,0.17752398355413435,0.09569645755218534,0.8147989368087113,0.27830808440581917,0.10031948881789138,0.37412504915454187,0.3726212400245551,0.8268223922674184,0
46,0.2589111416383487,0.35502183406113536,0.2538265306122448,0.1655899092447316,0.3404759086066059,0.15538184681138234,0.09028724440116845,0.1605471562275018,0.2709447415329769,0.11724641206519082,0.14911454408440095,0.12827827163769848,0.15529207634470793,0.07470802775546748,0.3975941587434995,0.06686638245573608,0.05209595959595959,0.16982383027088466,0.2367250245565378,0.04139177149028376,0.2047520911625652,0.38750426766814605,0.19506624029237107,0.12681179696681402,0.495841550201492,0.10161308195216161,0.11533546325878595,0.27373181281950454,0.2559852670349908,0.15035575244999322,0
47,0.3160292097462223,0.29737991266375535,0.32047193877551017,0.2056606675896016,0.5951225287084173,0.43977055449330793,0.11643135345666991,0.23945284377249818,0.5210932857991682,0.23741182194113342,0.15985305199698574,0.2850824819777984,0.16078658183921346,0.10150232392789899,0.33792089089667493,0.1349809885931559,0.046540404040404035,0.14231862095093767,0.20436817472698912,0.029345997549308056,0.27930658261607466,0.4544213041993854,0.2894472361809046,0.17874531311209355,0.6175941010031724,0.23746655902233627,0.12803514376996805,0.24640188753440814,0.45518723143032547,0.2094240837696335,0
48,0.06275757356662559,0.33580786026200876,0.06558248299319736,0.032610367635748344,0.6483958801941517,0.21982904060285685,0.0,0.0,0.6553773024361259,0.5288251033811724,0.20949510173323288,0.533855203219672,0.2118276460381724,0.07246968360347075,1.0,0.11308906556054846,0.0,0.0,1.0,0.2031789766630437,0.0,0.33970638443154666,0.0,0.0,0.544714052988082,0.07975178483797947,0.0,0.0,0.48373235113566604,0.3483689085783327,0
49,0.5228110765671319,0.35764192139738,0.5220025510204082,0.39109367789570826,0.4414585059784538,0.4434259363401193,0.14459591041869524,0.3469402447804175,0.4866310160427808,0.16224762831427864,0.1632441597588546,0.1294060413073283,0.20445344129554655,0.11894824158316766,0.1901034826916006,0.18145331643430504,0.03878787878787879,0.22485319189240385,0.10941622850099189,0.06454873346302153,0.4423566492908232,0.4677364288152953,0.4792142530835999,0.31882030331859634,0.5155620337820458,0.43645026990232866,0.1440894568690096,0.5855289028706252,0.4284837323511358,0.3961605584642235,0
50,0.38471549417974127,0.12794759825327512,0.36979166666666663,0.27057375788340254,0.36569196164318685,0.10105724890338547,0.011097857838364167,0.06356371490280778,0.23351158645276293,0.08100218924835789,0.2666729464958554,0.10298085002874707,0.26171197223828807,0.17253683392803065,0.1279088091611073,0.0236106310250797,0.007148989898989899,0.091324114415609,0.09015619884054618,0.045787786692881215,0.35022426960843744,0.1676340047797883,0.34088624942896306,0.24192736023280534,0.2609105718940238,0.04935809152934101,0.014568690095846645,0.13889107353519464,0.1660527931246164,0.1421667337897704,0
