Path,mpts_star,true_outliers_count,predicted_outliers_count,predicted_outliers_count_adj,top_n,top_n_adj,threshold,adj_threshold
datasets/semi-synthetic/global/Classical/47_yeast/test.csv,6,10,36,14,3.6,1.4,0.5431509858406822,0.8114532161815596
datasets/semi-synthetic/cluster/Classical/47_yeast/test.csv,6,10,48,4,4.8,0.4,0.5379868393480415,0.7309759163476438
datasets/real/Classical/4_breastw/4_breastw_test.csv,12,75,79,35,1.0533333333333332,0.4666666666666667,0.8525580438451029,0.8759652654107916
datasets/real/Classical/4_breastw/4_breastw_test_glosh_scores.csv,73,58.12938505446339,120,29,2.0643603899743295,0.4988870942437963,0.0767982551186986,0.1873856861768881
datasets/semi-synthetic/global/Classical/18_Ionosphere/train.csv,11,9,113,41,12.555555555555555,4.555555555555555,0.656253554887643,0.8198269613181216
datasets/semi-synthetic/cluster/Classical/18_Ionosphere/train.csv,5,9,104,36,11.555555555555555,4.0,0.5913155723424899,0.8282467241771095
datasets/real/NLP_by_BERT/20news_3/20news_3_test.csv,5,7,22,5,3.142857142857143,0.7142857142857143,0.5053800467689796,0.6457364220909564
datasets/semi-synthetic/local/Classical/18_Ionosphere/train.csv,4,4,109,37,27.25,9.25,0.6406468322744447,0.8545593546358035
datasets/semi-synthetic/global/Classical/42_WBC/train.csv,7,9,142,3,15.777777777777779,0.3333333333333333,0.0122818651417277,0.9681826117955308
datasets/semi-synthetic/cluster/Classical/42_WBC/train.csv,10,9,178,29,19.77777777777778,3.2222222222222223,0.0,0.8324426869661258
datasets/semi-synthetic/local/Classical/39_vertebral/train.csv,6,8,29,8,3.625,1.0,0.5961047646629152,0.7902453022046115
datasets/semi-synthetic/global/Classical/39_vertebral/train.csv,5,8,19,10,2.375,1.25,0.6721432346186246,0.829275327934135
datasets/semi-synthetic/cluster/Classical/39_vertebral/train.csv,6,8,23,4,2.875,0.5,0.6092170374315905,0.7727928162241776
datasets/semi-synthetic/local/Classical/42_WBC/train.csv,10,4,134,50,33.5,12.5,0.0052606481509794,0.7382400208099023
datasets/semi-synthetic/global/Classical/14_glass/train.csv,7,8,142,23,17.75,2.875,0.0103075075838861,0.88353154257002
datasets/semi-synthetic/cluster/Classical/14_glass/train.csv,6,8,93,29,11.625,3.625,0.2483238803277306,0.768626440980297
datasets/semi-synthetic/local/Classical/14_glass/train.csv,5,5,142,13,28.4,2.6,0.0040290408789781,0.885493628146461
datasets/real/Classical/39_vertebral/39_vertebral_train.csv,8,19,26,6,1.368421052631579,0.3157894736842105,0.5651551946410966,0.7140861564729115
datasets/real/Classical/46_WPBC/46_WPBC_train.csv,6,31,24,9,0.7741935483870968,0.2903225806451613,0.419759200553798,0.5570804159442337
datasets/semi-synthetic/cluster/Classical/46_WPBC/train.csv,5,6,25,9,4.166666666666667,1.5,0.4795255707972026,0.6267317999483124
datasets/semi-synthetic/local/Classical/46_WPBC/train.csv,7,4,49,14,12.25,3.5,0.2799555666562155,0.5651811932962497
datasets/semi-synthetic/global/NLP_by_BERT/20news_3/test.csv,6,6,32,8,5.333333333333333,1.3333333333333333,0.3114511709141426,0.5062566868387866
datasets/semi-synthetic/global/Classical/46_WPBC/train.csv,5,2,18,6,9.0,3.0,0.4786889683388072,0.6599762517649244
datasets/semi-synthetic/cluster/NLP_by_BERT/20news_3/test.csv,8,6,27,8,4.5,1.3333333333333333,0.2685664354129189,0.4962198166046841
datasets/semi-synthetic/local/NLP_by_BERT/20news_3/test.csv,5,5,29,9,5.8,1.8,0.3329694923625135,0.5748043778150934
datasets/semi-synthetic/global/Classical/21_Lymphography/train.csv,21,6,20,8,3.3333333333333335,1.3333333333333333,0.4322148314722239,0.6336719746623853
datasets/semi-synthetic/cluster/Classical/21_Lymphography/train.csv,16,6,17,8,2.8333333333333335,1.3333333333333333,0.5795438286556053,0.7830858078980302
datasets/real/CV_by_ViT/MVTec-AD_zipper/MVTec-AD_zipper_test.csv,5,29,17,7,0.5862068965517241,0.2413793103448276,0.341963270196534,0.4371161172821435
datasets/semi-synthetic/local/Classical/21_Lymphography/train.csv,87,3,4,2,1.3333333333333333,0.6666666666666666,0.1314913901033376,0.2424514772235798
datasets/real/Classical/43_WDBC/43_WDBC_test.csv,5,3,25,8,8.333333333333334,2.6666666666666665,0.4073933432973077,0.6378909901533348
datasets/semi-synthetic/local/Classical/29_Pima/test.csv,6,4,23,8,5.75,2.0,0.3978588303058785,0.6208916766671142
datasets/real/Classical/37_Stamps/37_Stamps_test.csv,4,11,76,6,6.909090909090909,0.5454545454545454,0.0135088485963569,0.7767685927097545
datasets/semi-synthetic/global/Classical/45_wine/train.csv,97,5,99,2,19.8,0.4,0.0,0.0328503979262316
datasets/semi-synthetic/local/Classical/45_wine/train.csv,95,2,95,1,47.5,0.5,0.0,0.0119187293343046
datasets/semi-synthetic/local/Classical/4_breastw/test.csv,15,4,44,10,11.0,2.5,0.1905609508724182,0.7866110849950864
datasets/semi-synthetic/global/Classical/4_breastw/test.csv,91,4,93,2,23.25,0.5,0.0,0.0613514986240598
datasets/semi-synthetic/cluster/Classical/4_breastw/test.csv,93,4,93,1,23.25,0.25,0.0,0.2078076534027253
datasets/real/Classical/45_wine/45_wine_train.csv,89,6,89,1,14.833333333333334,0.16666666666666666,0.0,0.0234164282884607
datasets/semi-synthetic/global/Classical/43_WDBC/test.csv,74,4,74,1,18.5,0.25,0.0,0.0452516263733114
datasets/semi-synthetic/cluster/Classical/43_WDBC/test.csv,72,4,74,2,18.5,0.5,0.0,0.0456463783319122
datasets/semi-synthetic/local/Classical/43_WDBC/test.csv,71,1,71,1,71.0,1.0,0.0,0.2888345732080351
datasets/real/Classical/39_vertebral/39_vertebral_test.csv,70,11,71,2,6.454545454545454,0.18181818181818182,0.0,0.0031653323012209
datasets/semi-synthetic/local/Classical/37_Stamps/test.csv,64,3,64,1,21.333333333333332,0.3333333333333333,0.0,0.2192232792126932
datasets/semi-synthetic/global/Classical/37_Stamps/test.csv,64,3,64,1,21.333333333333332,0.3333333333333333,0.0,0.0779523945671018
datasets/semi-synthetic/cluster/Classical/37_Stamps/test.csv,63,3,64,2,21.333333333333332,0.6666666666666666,0.0,0.0494551725331529
datasets/real/Classical/46_WPBC/46_WPBC_test.csv,59,16,59,1,3.6875,0.0625,0.0,0.0184917951794985
datasets/semi-synthetic/global/CV_by_ViT/MVTec-AD_zipper/test.csv,56,3,57,2,19.0,0.6666666666666666,0.0,0.0076507051299572
datasets/semi-synthetic/cluster/CV_by_ViT/MVTec-AD_zipper/test.csv,56,3,57,2,19.0,0.6666666666666666,0.0,0.0011513397327468
datasets/semi-synthetic/local/Classical/15_Hepatitis/train.csv,3,2,49,6,24.5,3.0,0.530803319522051,0.7933504338806381
datasets/semi-synthetic/global/Classical/15_Hepatitis/train.csv,55,2,55,1,27.5,0.5,0.0,0.0492719553084968
datasets/semi-synthetic/cluster/Classical/15_Hepatitis/train.csv,55,2,55,1,27.5,0.5,0.0,0.0551612350037106
datasets/real/Classical/15_Hepatitis/15_Hepatitis_train.csv,55,9,55,1,6.111111111111111,0.1111111111111111,0.0,0.0296422688061735
datasets/semi-synthetic/local/CV_by_ViT/MVTec-AD_zipper/test.csv,3,1,5,2,5.0,2.0,0.2693371182254582,0.3985400104275956
datasets/semi-synthetic/global/Classical/18_Ionosphere/test.csv,47,2,47,1,23.5,0.5,0.0,0.0461917361240294
datasets/semi-synthetic/cluster/Classical/18_Ionosphere/test.csv,47,2,47,1,23.5,0.5,0.0,0.0062631341083213
datasets/semi-synthetic/local/Classical/18_Ionosphere/test.csv,3,1,27,10,27.0,10.0,0.6082359721611813,0.787664440691725
datasets/semi-synthetic/global/Classical/42_WBC/test.csv,44,2,44,1,22.0,0.5,0.0,0.2297946034990545
datasets/semi-synthetic/cluster/Classical/42_WBC/test.csv,44,2,44,1,22.0,0.5,0.0,0.1831269001583071
datasets/semi-synthetic/local/Classical/42_WBC/test.csv,41,1,43,2,43.0,2.0,0.0,0.1195436239984525
datasets/semi-synthetic/local/Classical/39_vertebral/test.csv,3,2,36,2,18.0,1.0,0.468933818237586,0.8410234336830593
datasets/semi-synthetic/global/Classical/39_vertebral/test.csv,43,2,43,1,21.5,0.5,0.0,0.0904070720977232
datasets/semi-synthetic/cluster/Classical/39_vertebral/test.csv,43,2,43,1,21.5,0.5,0.0,0.0486868978925066
datasets/semi-synthetic/local/Classical/14_glass/test.csv,42,1,42,1,42.0,1.0,0.0,0.0024138195053487
datasets/semi-synthetic/global/Classical/14_glass/test.csv,42,2,42,1,21.0,0.5,0.0,0.0081506333318203
datasets/semi-synthetic/cluster/Classical/14_glass/test.csv,42,2,42,1,21.0,0.5,0.0,0.1123902939919194
datasets/real/Classical/45_wine/45_wine_test.csv,36,4,38,2,9.5,0.5,0.0,0.0418453117201076
datasets/semi-synthetic/local/Classical/46_WPBC/test.csv,3,1,2,1,2.0,1.0,0.5894857103113518,0.832532123291885
datasets/semi-synthetic/cluster/Classical/46_WPBC/test.csv,31,2,31,1,15.5,0.5,0.0,0.0279781158902613
datasets/semi-synthetic/global/Classical/46_WPBC/test.csv,3,1,3,2,3.0,2.0,0.5387267086476204,0.6636030957582719
datasets/semi-synthetic/local/Classical/21_Lymphography/test.csv,26,1,4,2,4.0,2.0,0.0017982793594264,0.0347653746123494
datasets/semi-synthetic/global/Classical/21_Lymphography/test.csv,15,1,2,2,2.0,2.0,0.2308992866522981,0.2308992866522981
datasets/semi-synthetic/cluster/Classical/21_Lymphography/test.csv,27,1,3,2,3.0,2.0,0.0085763664047918,0.1360315054631491
datasets/semi-synthetic/local/Classical/45_wine/test.csv,24,0,24,1,inf,inf,0.0,0.0284343753196984
datasets/semi-synthetic/global/Classical/45_wine/test.csv,3,1,3,2,3.0,2.0,0.4366385939730274,0.5597300695410711
datasets/semi-synthetic/cluster/Classical/45_wine/test.csv,10,1,7,2,7.0,2.0,0.0656832922373672,0.3080723652392655
datasets/real/Classical/15_Hepatitis/15_Hepatitis_test.csv,22,4,23,2,5.75,0.5,0.0,0.0041755996421475
datasets/semi-synthetic/local/Classical/15_Hepatitis/test.csv,5,1,3,1,3.0,1.0,0.326482099576066,0.7072040732727423
datasets/semi-synthetic/global/Classical/15_Hepatitis/test.csv,3,1,4,2,4.0,2.0,0.2742083303386105,0.4109307256725768
datasets/semi-synthetic/cluster/Classical/15_Hepatitis/test.csv,4,1,2,1,2.0,1.0,0.3048741680096901,0.9309176325962202
