,A0,A1,A2,A3,A4,A5,A6,A7,A8,labels
66,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0
67,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
68,0.4444444444444445,1.0,1.0,1.0,0.4444444444444445,0.1111111111111111,0.7777777777777777,0.4444444444444445,0.0,1
69,0.6666666666666665,0.3333333333333333,0.6666666666666665,0.3333333333333333,0.2222222222222222,0.6666666666666665,0.6666666666666665,0.5555555555555556,0.0,1
70,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
71,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
72,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
73,0.5555555555555556,0.7777777777777777,0.7777777777777777,0.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.6666666666666665,0.0,0
74,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
75,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
76,0.1111111111111111,0.2222222222222222,0.0,0.0,0.4444444444444445,0.0,0.0,0.0,0.0,0
77,1.0,0.4444444444444445,1.0,0.2222222222222222,0.4444444444444445,0.7777777777777777,0.6666666666666665,0.7777777777777777,0.2222222222222222,1
78,0.4444444444444445,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0
79,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
80,0.5555555555555556,0.7777777777777777,0.6666666666666665,0.4444444444444445,0.5555555555555556,0.7777777777777777,0.7777777777777777,0.8888888888888888,0.1111111111111111,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0
82,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
84,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
85,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
86,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
87,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
88,0.4444444444444445,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1
89,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
90,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0,0
91,0.5555555555555556,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0
92,0.6666666666666665,0.2222222222222222,0.1111111111111111,1.0,0.4444444444444445,1.0,0.4444444444444445,0.3333333333333333,0.3333333333333333,1
93,0.4444444444444445,0.2222222222222222,0.3333333333333333,0.0,0.7777777777777777,1.0,0.3333333333333333,0.8888888888888888,0.0,1
94,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0
95,0.7777777777777777,0.2222222222222222,0.4444444444444445,0.3333333333333333,0.4444444444444445,1.0,0.0,0.5555555555555556,0.1111111111111111,1
96,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
97,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
98,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
99,0.3333333333333333,1.0,0.7777777777777777,0.4444444444444445,0.3333333333333333,0.0,1.0,0.0,0.0,1
100,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
101,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
102,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
103,0.3333333333333333,0.7777777777777777,0.5555555555555556,0.3333333333333333,0.2222222222222222,0.3333333333333333,1.0,0.5555555555555556,0.0,1
104,0.4444444444444445,0.3333333333333333,0.5555555555555556,1.0,0.1111111111111111,1.0,0.3333333333333333,0.0,0.0,1
105,0.2222222222222222,0.0,0.2222222222222222,0.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0
106,0.6666666666666665,0.4444444444444445,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.2222222222222222,1
107,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
108,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
109,0.7777777777777777,1.0,1.0,0.0,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.0,1
110,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
112,0.3333333333333333,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
113,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
114,0.4444444444444445,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0
115,0.4444444444444445,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0
116,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
117,0.4444444444444445,0.1111111111111111,0.2222222222222222,0.0,0.5555555555555556,1.0,0.4444444444444445,0.0,0.0,1
118,0.8888888888888888,1.0,1.0,0.0,1.0,0.7777777777777777,0.2222222222222222,0.2222222222222222,0.0,1
119,0.7777777777777777,0.6666666666666665,0.7777777777777777,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.4444444444444445,1.0,0.0,1
120,0.7777777777777777,0.3333333333333333,0.6666666666666665,0.0,0.2222222222222222,1.0,0.2222222222222222,0.8888888888888888,0.1111111111111111,1
121,0.1111111111111111,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0
122,0.2222222222222222,0.2222222222222222,0.4444444444444445,0.1111111111111111,0.2222222222222222,1.0,0.6666666666666665,0.0,0.0,1
123,0.4444444444444445,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0
124,1.0,1.0,1.0,1.0,0.2222222222222222,1.0,1.0,0.5555555555555556,0.0,1
125,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0
126,1.0,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.3333333333333333,1.0,0.6666666666666665,0.7777777777777777,0.3333333333333333,1
127,0.5555555555555556,1.0,1.0,1.0,0.7777777777777777,1.0,1.0,1.0,0.6666666666666665,1
128,0.1111111111111111,0.4444444444444445,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.6666666666666665,0.6666666666666665,0.4444444444444445,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0
130,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
131,0.7777777777777777,0.5555555555555556,0.3333333333333333,1.0,1.0,0.0,0.2222222222222222,0.4444444444444445,0.0,1
132,0.4444444444444445,0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.2222222222222222,0.1111111111111111,0.0,0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
134,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
135,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0
136,0.6666666666666665,0.4444444444444445,0.2222222222222222,0.6666666666666665,0.3333333333333333,1.0,0.6666666666666665,0.4444444444444445,0.4444444444444445,1
137,0.8888888888888888,0.8888888888888888,1.0,0.2222222222222222,0.5555555555555556,1.0,0.6666666666666665,1.0,0.5555555555555556,1
138,0.4444444444444445,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0
139,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0
140,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0
141,0.5555555555555556,0.7777777777777777,0.6666666666666665,0.7777777777777777,0.5555555555555556,0.7777777777777777,0.7777777777777777,0.8888888888888888,0.0,1
142,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
143,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444445,0.1111111111111111,0.0,0.1111111111111111,0
144,0.7777777777777777,1.0,1.0,0.6666666666666665,1.0,1.0,0.6666666666666665,0.2222222222222222,0.7777777777777777,1
145,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0
146,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.0,0
147,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
148,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.6666666666666665,0
149,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.7777777777777777,1.0,0.7777777777777777,0.6666666666666665,0.2222222222222222,0.6666666666666665,1
150,0.2222222222222222,0.5555555555555556,0.3333333333333333,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,1
151,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
152,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0
153,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.4444444444444445,0.0,0
154,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
155,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
156,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
157,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
158,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
159,0.3333333333333333,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
160,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
161,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
162,0.7777777777777777,0.4444444444444445,0.5555555555555556,0.1111111111111111,0.2222222222222222,1.0,0.5555555555555556,0.5555555555555556,0.0,1
163,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
164,0.7777777777777777,1.0,1.0,0.7777777777777777,0.6666666666666665,1.0,0.8888888888888888,0.6666666666666665,0.0,1
165,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
166,0.3333333333333333,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
167,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
168,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
169,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
170,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
171,1.0,1.0,0.6666666666666665,0.7777777777777777,0.6666666666666665,0.0,1.0,1.0,0.2222222222222222,1
172,0.7777777777777777,1.0,1.0,1.0,0.7777777777777777,1.0,1.0,0.6666666666666665,0.2222222222222222,1
173,0.4444444444444445,0.4444444444444445,0.6666666666666665,0.7777777777777777,0.5555555555555556,1.0,0.6666666666666665,0.3333333333333333,0.0,1
174,1.0,0.4444444444444445,0.6666666666666665,0.2222222222222222,0.2222222222222222,0.6666666666666665,0.2222222222222222,0.2222222222222222,0.7777777777777777,1
175,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
176,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
177,1.0,0.4444444444444445,0.6666666666666665,0.3333333333333333,0.3333333333333333,1.0,0.7777777777777777,0.8888888888888888,0.0,1
178,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0
179,0.7777777777777777,0.5555555555555556,0.6666666666666665,0.2222222222222222,0.2222222222222222,1.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,1
180,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
181,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,0.4444444444444445,0.2222222222222222,0.2222222222222222,1
182,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.6666666666666665,0.0,0.0,0
183,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.0,0
184,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0,0
185,0.0,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0
186,1.0,1.0,1.0,1.0,0.4444444444444445,1.0,1.0,1.0,0.6666666666666665,1
187,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
188,0.4444444444444445,0.5555555555555556,0.6666666666666665,0.7777777777777777,0.7777777777777777,1.0,0.2222222222222222,1.0,0.2222222222222222,1
189,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
190,0.4444444444444445,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0,0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192,0.5555555555555556,0.8888888888888888,0.6666666666666665,0.4444444444444445,0.4444444444444445,0.7777777777777777,0.3333333333333333,0.1111111111111111,0.0,0
193,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,0.0,1
194,0.4444444444444445,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0
195,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
196,1.0,0.7777777777777777,0.7777777777777777,0.3333333333333333,1.0,1.0,0.7777777777777777,0.0,0.0,1
197,0.4444444444444445,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
198,0.0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0
199,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
200,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
201,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
202,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.0,0
203,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
204,1.0,0.3333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,1.0,1
205,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0
206,0.0,0.5555555555555556,0.7777777777777777,1.0,0.7777777777777777,1.0,0.4444444444444445,0.6666666666666665,0.0,1
207,0.4444444444444445,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
208,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
209,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
210,1.0,0.2222222222222222,0.4444444444444445,0.3333333333333333,0.2222222222222222,0.6666666666666665,0.2222222222222222,0.4444444444444445,0.2222222222222222,1
211,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.0,0
212,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0,0
213,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
214,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
215,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0
216,0.4444444444444445,1.0,0.5555555555555556,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1
217,0.4444444444444445,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
218,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.0,0
219,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
220,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0
221,0.7777777777777777,0.7777777777777777,0.6666666666666665,0.3333333333333333,1.0,1.0,0.6666666666666665,0.7777777777777777,0.6666666666666665,1
222,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
223,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
224,1.0,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.4444444444444445,0.1111111111111111,1
225,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0
226,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
227,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
228,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.0,0
229,0.5555555555555556,0.4444444444444445,0.4444444444444445,0.7777777777777777,0.3333333333333333,1.0,0.2222222222222222,0.3333333333333333,0.0,1
230,0.4444444444444445,1.0,1.0,0.5555555555555556,1.0,1.0,1.0,0.5555555555555556,0.4444444444444445,1
231,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
232,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0
233,0.3333333333333333,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0
